country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,difference,indicator
Argentina,South America,2,2004,38815915.0,0.13380148922358587,0.13105504988197353,0.12621893140197332,0.0,0.004141092952747171,0.1613825447303331,0.2599170159888217,0.09151162790697674,0.14099643610444398,0.0,0.008975941271698538,0.34527369491581483,0.6071887034659821,0.392811296534018,0.2951108265983836,0.002470152326060107,0.375,0.26074040219378425,0.233843537414966,-3.469999999999999,0
Argentina,South America,2,2005,39216786.0,0.14796862847020759,0.13958792729957356,0.13470157971353092,0.0,0.004141092952747171,0.1809643121004786,0.2920013226243427,0.07988372093023256,0.14723398065313845,0.0,0.008463030341887194,0.3670689659924318,0.6009306803594352,0.39906931964056486,0.294657384438932,0.002470152326060107,0.375,0.375,0.6045918367346939,-3.8799999999999955,0
Argentina,South America,2,2006,39622113.0,0.16227600527985553,0.15152463013512335,0.14355803964559785,0.0,0.004141092952747171,0.20116282804921137,0.3244269516708799,0.0897674418604651,0.1539835624409048,0.0,0.007950119412075848,0.38040850974696216,0.5856867779204109,0.4143132220795892,0.2882113929565318,0.002470152326060107,0.375,0.375,0.5892857142857143,-2.3599999999999994,0
Argentina,South America,2,2007,40016767.0,0.17970525839254886,0.15166451337147743,0.1512211778660389,0.0,0.0035495082452118606,0.1662651376441489,0.2664021417981291,0.08430232558139535,0.17109026110989894,0.0,0.006796069820000321,0.3141627920436788,0.6501524390243902,0.34984756097560976,0.32211286264258976,0.002470152326060107,0.375,0.2442870201096892,0.10459183673469385,-7.6000000000000085,0
Argentina,South America,2,2008,40424151.0,0.1887599435830627,0.16470473951604286,0.1602357888683213,0.0,0.0023663388301412404,0.16677909479297165,0.26623148059262103,0.08593023255813953,0.19005891337551825,0.0,0.004231515170943597,0.2934479137670155,0.6722560975609756,0.3277439024390244,0.33329776924239596,0.0016467682173734047,0.375,0.07061243144424134,0.40391156462585037,-5.480000000000004,0
Argentina,South America,2,2009,40854832.0,0.1772471871694658,0.16534198537054487,0.1618029222004565,0.0,0.0023663388301412404,0.184253637852944,0.29541454673450446,0.09511627906976744,0.18126118263146415,0.0,0.004231515170943597,0.32310359368411196,0.639000320924262,0.36099967907573816,0.3170627617294817,0.0016467682173734047,0.375,0.375,0.5773809523809524,-6.159999999999997,0
Argentina,South America,2,2010,41288694.0,0.19954434704559826,0.17106165547924582,0.17060187265244506,0.0,0.0017747541226059303,0.17870290064565866,0.2846628907874948,0.08383720930232558,0.1945974252672922,0.0,0.00307746557886807,0.30421876851757435,0.6658676989730424,0.3341323010269577,0.3341601984476274,0.0008233841086867024,0.375,0.14648080438756855,0.34778911564625853,-8.599999999999994,0
Argentina,South America,2,2011,41730655.0,0.21405025650340553,0.17648601653342144,0.17715795338137774,0.0,0.0017747541226059303,0.16760142623108798,0.266146149989867,0.07441860465116279,0.2096327005600408,0.0,0.002949237846415234,0.2776278763391221,0.69786986521181,0.30213013478819,0.35042187902874466,0.0008233841086867024,0.375,0.375,0.29336734693877553,-9.669999999999987,0
Argentina,South America,2,2012,42161718.0,0.21165056232080215,0.18663532246000217,0.1835846377801341,0.0015763546798029558,0.021888634178806474,0.15927532042015996,0.24882403763079583,0.07441860465116279,0.2286013528256601,0.0018817204301075268,0.034877943227171464,0.2511692771565826,0.7243160301668806,0.2756839698331194,0.3613222729010518,0.013997529847673941,0.375,1.0,0.3137755102040817,-7.609999999999985,0
Argentina,South America,2,2013,42582453.0,0.21721784626187218,0.19196642802327502,0.18916305734773467,0.0031527093596059115,0.026621311839088956,0.17870290064565866,0.27962838522500616,0.0722093023255814,0.22822896210633506,0.0037634408602150535,0.04141755758226611,0.27488279667393367,0.7052812098844673,0.29471879011553276,0.35251126937131577,0.017291066282420747,1.0,0.5724405850091407,0.6062925170068028,-8.060000000000002,0
Argentina,South America,2,2014,43024071.0,0.21126064178303772,0.1905520530779169,0.19044264327947813,0.0031527093596059115,0.036678251867189225,0.17752079920336641,0.27664181412861455,0.06406976744186046,0.22827551094625068,0.0037634408602150535,0.05744602413887064,0.2748497234249555,0.710075016046213,0.2899249839537869,0.3542094547135757,0.023878139151914366,0.375,0.7205210237659962,0.3869047619047619,-9.860000000000014,0
Argentina,South America,2,2015,43477011.0,0.2175719243396977,0.2012453493680969,0.19904031055119245,0.0015763546798029558,0.034903497744583296,0.17695544633966143,0.2759591693065822,0.08186046511627906,0.24098334424321774,0.0018817204301075268,0.05206045937585152,0.2610140809357525,0.7140063382541721,0.28599366174582797,0.35636108221528723,0.022231370934540966,0.04166666666666663,0.3311243144424132,0.3937074829931973,-8.960000000000008,0
Argentina,South America,2,2016,43900312.0,0.21263382554643384,0.20398084376791042,0.20237586039573713,0.0015763546798029558,0.03253715891444206,0.16184510616427353,0.2538585431932845,0.09627906976744185,0.24903629354862178,0.0018817204301075268,0.04795717193736076,0.23587841171233995,0.7290095474967908,0.27099045250320924,0.3611266704008962,0.02058460271716756,0.375,0.31284277879341865,0.25425170068027214,-9.519999999999982,0
Argentina,South America,2,2017,44288898.0,0.2191871697560389,0.20154065842262225,0.201470086084503,0.0031527093596059115,0.03608666715965392,0.17310076772349103,0.2695593741000288,0.07081395348837209,0.24538220961524482,0.0037634408602150535,0.05372741989773839,0.25499474962172475,0.7260811136071887,0.2739188863928113,0.35531194153263446,0.023054755043227668,1.0,0.47463436928702013,0.5178571428571429,-10.45999999999998,0
Argentina,South America,2,2018,44654876.0,0.21293191597205807,0.20335914049522552,0.20185827507503193,0.01733990147783251,0.08341344376247872,0.1810157078153609,0.27544718569005794,0.07988372093023256,0.24270565132009606,0.020161290322580645,0.12322685088717564,0.26453086974376505,0.7124117458279846,0.2875882541720154,0.3454517973202458,0.055990119390695765,1.0,1.0,0.4770408163265306,-9.560000000000002,0
Argentina,South America,2,2019,44973469.0,0.2082742073928997,0.192090768677812,0.19305932462304334,0.12610837438423647,0.29579235376765506,0.17875429636054094,0.23465915757362432,0.09813953488372092,0.223201687395447,0.15403225806451612,0.45943996537851234,0.27480562575965123,0.6893553433889603,0.31064465661103985,0.33063046242209243,0.2149032523672293,1.0,1.0,0.3784013605442177,-10.689999999999998,0
Argentina,South America,2,2020,45191960.0,0.18559306791229646,0.20003302798636138,0.1918084934313391,0.21123152709359608,0.5566812097907269,0.1882111078988789,0.201977536718825,0.1163953488372093,0.22715833878827557,0.2489247311827957,0.8342496273381527,0.27911617254314,0.6766788350449294,0.3233211649550706,0.3280342837836636,0.3985179086043639,0.825,1.0,0.48894557823129253,-4.710000000000008,0
Argentina,South America,2,2021,45312282.0,0.20695372018750807,0.2132597651127323,0.2008662365436803,0.3467980295566503,0.7655106115506913,0.19036972792393433,0.16767463441169883,0.11825581395348837,0.24561495381482296,0.38629032258064516,1.0,0.26662550884571606,0.6908496469833121,0.3091503530166881,0.33896135072417377,0.5607245780156442,0.803,0.7177787934186473,0.41751700680272114,-2.5,0
Argentina,South America,2,2022,45407904.0,0.21884438563944925,0.20154065842262225,0.2049494096292436,0.46344827586206894,0.8376839458699992,0.21724968680736242,0.19429778247096094,0.08686046511627907,0.22217761291730315,0.542741935483871,1.0,0.3200388059454678,0.657413350449294,0.342586649550706,0.32624718821406024,0.6340057636887608,0.599,0.4609232175502742,0.6386054421768708,-12.879999999999995,0
Argentina,South America,2,2023,45538402.0,0.21884438563944925,0.20612572005867327,0.21272756680984134,0.5170443349753694,0.8566146565111291,0.26545886736693325,0.26870606807248837,0.10418604651162791,0.20374427231071357,0.5935483870967742,1.0,0.3832858824080634,0.5908416238767651,0.40915837612323497,0.28909160420723196,0.6578839028406752,0.45233333333333337,0.3960237659963437,0.7763605442176871,-15.340000000000003,0
Argentina,South America,2,2024,45696153.0,0.21884438563944925,0.21226503987643647,0.20953579066549255,0.6258128078817734,0.9565924720845966,0.26951912884263274,0.25317589837125215,0.12151162790697674,0.2076311004436687,0.6997311827956989,1.0,0.3790745553715091,0.5864389441591784,0.4135610558408216,0.28369475340748446,0.7459860024701523,0.515,0.4819469835466179,0.42431972789115646,-9.170000000000016,0
Argentina,South America,2,2025,45851379.0,0.21884438563944925,0.2132597651127323,0.2106428481570009,0.8102463054187192,1.0,0.2721917060165109,0.22399283222936867,0.12511627906976744,0.2071888864644702,0.9021505376344086,1.0,0.3812243165550904,0.5827382862644416,0.4172617137355584,0.28473500306740285,0.8801976121860847,0.5716666666666667,0.5139396709323583,0.4158163265306123,-9.299999999999983,0
Australia,Oceania,0,2000,19132472.0,0.17337721590429284,0.3122349261241658,0.2888269863235268,0.00788177339901478,0.007690601197959032,0.09014808390350454,0.14053950273591245,0.0,0.46288166412102705,0.006182795698924731,0.007693663947170175,0.08917650366148429,0.918876363928113,0.08112363607188704,0.6937042668018102,0.006587072869493619,0.375,1.0,0.3715986394557823,0.0,1
Australia,Oceania,0,2001,19365438.0,0.17947210133685043,0.3237830644142875,0.29950937224808155,0.00788177339901478,0.01715595651852399,0.08870900388680093,0.13755293163952087,0.0,0.48082624190850254,0.005913978494623655,0.016541377486415876,0.08484390804534343,0.9228177150192556,0.07718228498074454,0.6911703253225218,0.012350761630300534,0.375,1.0,0.3715986394557823,0.0,1
Australia,Oceania,0,2002,19595356.0,0.1887343357441728,0.32258628561436914,0.2984023147565732,0.009458128078817733,0.03135398949937144,0.09225530821367767,0.13729693983125874,0.0,0.4774281765946615,0.007258064516129032,0.03038997259132219,0.08854811193089897,0.9194480102695765,0.08055198973042363,0.6836485200892657,0.022231370934540966,0.5083333333333333,1.0,0.4668367346938776,0.0,1
Australia,Oceania,0,2003,19819449.0,0.1963799807625627,0.3264097607413811,0.30193914778139214,0.009458128078817733,0.041410929527471704,0.09590440397031896,0.13832090706430727,0.0,0.48150120008727915,0.007258064516129032,0.039750597060379235,0.09103963002058811,0.9171814826700899,0.08281851732991014,0.6814257644056795,0.027995059695347883,0.375,0.668418647166362,0.4668367346938776,0.0,1
Australia,Oceania,0,2004,20046679.0,0.2062468891640073,0.33150772757739716,0.3066549251478174,0.01103448275862069,0.04732677660282481,0.09960489544184252,0.13388371572109692,0.0,0.48745945159647985,0.008333333333333333,0.04475147862603985,0.09320041562049551,0.9152158215661105,0.0847841784338896,0.6820125719061463,0.03211198023878139,0.48633333333333334,0.5057129798903108,0.46513605442176875,0.0,1
Australia,Oceania,0,2005,20294490.0,0.21470626637745027,0.33385465743178266,0.30882590802077536,0.012610837438423646,0.07690601197959032,0.10649192123606693,0.13200644246050794,0.0,0.48785511673576276,0.009408602150537635,0.0721922133709468,0.0989992586080021,0.9099406290115533,0.09005937098844674,0.6810967965645087,0.05104981473857555,0.4703333333333333,0.9462979890310786,0.5161564625850341,0.0,1
Australia,Oceania,0,2006,20590566.0,0.22212883692799112,0.34512302924919613,0.31924950128497753,0.01576354679802956,0.12778229682762698,0.10865054126112235,0.12756925111729758,0.0,0.5037515455669505,0.01129032258064516,0.11643078106717532,0.09792989022437444,0.9109134306803596,0.08908656931964055,0.6799409636090439,0.08398517908604364,0.5416666666666667,0.9801188299817185,0.4328231292517007,0.0,1
Australia,Oceania,0,2007,20954545.0,0.23457282000117735,0.3532051717940996,0.32672573369516383,0.01733990147783251,0.1686016416475634,0.10428190549612924,0.111356436594029,0.0,0.5178325696414287,0.012096774193548387,0.15028290243472409,0.09197670540830305,0.9163290275994865,0.08367097240051348,0.6805188800867763,0.10951008645533142,0.44166666666666665,0.6665904936014625,0.3307823129251701,0.0,1
Australia,Oceania,0,2008,21370595.0,0.2420100805628389,0.35660899721204936,0.3298743777294539,0.02206896551724138,0.2046883088072173,0.09826860685490348,0.10086077245528144,0.0,0.5256527747472545,0.01532258064516129,0.18080110275849912,0.08590225201264502,0.921854942233633,0.07814505776636714,0.6808389569052127,0.13338822560724578,0.557,0.5706124314442413,0.3001700680272109,0.0,1
Australia,Oceania,0,2009,21783014.0,0.24905686973130192,0.3636342441933886,0.3363729489783082,0.045714285714285714,0.26266361014567774,0.10361376120265972,0.10785788188111314,0.0,0.5337522728925741,0.03118279569892473,0.22786068056869002,0.08893396650231102,0.9190969993581516,0.08090300064184854,0.6751487023552318,0.1753808151502676,1.0,0.6336837294332724,0.4906462585034014,0.0,1
